id,incident_date,day_of_week,city,state,description,plan,citation
12590,2018-12-10,monday   ,allentown,pennsylvania,Worker died in fall through hole in floor.,federal,yes
12591,2018-12-10,monday   ,brooklyn,new york,Worker fatally struck by vehicle.,federal,no
12592,2018-12-10,monday   ,east patchogue,new york,Worker died in fall from ladder.,federal,yes
12593,2018-12-10,monday   ,orocovis,puerto rico,Worker fatally struck by platform truck.,state,no
12594,2018-12-10,monday   ,san rafael,california,Worker fatally crushed by wall while performing demolition.,state,yes
12595,2018-12-07,friday   ,baytown,texas,Worker fatally crushed by press machine.,federal,yes
12596,2018-12-07,friday   ,fredonia,kansas,Woker died in fall when crane collapsed.,federal,no
12597,2018-12-07,friday   ,indianapolis,indiana,Worker fatally crushed between tractor and wall.,state,yes
12598,2018-12-07,friday   ,plain city,ohio,Worker fatally struck by tractor trailer.,federal,yes
12599,2018-12-07,friday   ,scituate,massachusetts,Worker fatally struck by bulldozer.,federal,no
12600,2018-12-07,friday   ,stateline,nevada,Worker died in fall through skylight.,state,yes
12601,2018-12-06,thursday ,austin,texas,Worker died in fall from ladder.,federal,yes
12602,2018-12-06,thursday ,dubuque,iowa,Worker died after being caught in conveyer belt.,state,yes
12603,2018-12-06,thursday ,harleysville,pennsylvania,Worker fatally struck by saw.,federal,no
12604,2018-12-06,thursday ,orlando,florida,Worker fatally crushed between machine and I-beam.,federal,yes
12605,2018-12-06,thursday ,phoenixville,pennsylvania,Worker died in fall from tree.,federal,no
12606,2018-12-06,thursday ,smithburg,west virginia,Worker died from injuries sustained in vehicle collision.,federal,no
12607,2018-12-06,thursday ,springfield,pennsylvania,Worker fatally crushed under mobile home when it slipped off jacks.,federal,no
12608,2018-12-05,wednesday,halifax,virginia,Worker struck by falling tree.,state,no
12609,2018-12-05,wednesday,waynesville,missouri,Worker fatally struck by bucket on skid steer.,federal,yes
12610,2018-12-04,tuesday  ,cleveland,ohio,Worker fatally struck by tractor.,federal,no
12611,2018-12-04,tuesday  ,cranks,kentucky,Worker fatally struck by falling tree.,state,no
12612,2018-12-04,tuesday  ,loganton,pennsylvania,Worker fatally crushed by tires.,federal,yes
12613,2018-12-04,tuesday  ,martinsburg,west virginia,Worker electrocuted after contacting power supply batteries.,federal,yes
12614,2018-12-04,tuesday  ,stuttgart,arkansas,Worker died in fall from scaffolding.,federal,yes
12615,2018-12-04,tuesday  ,winston,oregon,Worker died after being caught in boom.,state,no
12616,2018-12-03,monday   ,bakersfield,california,Worker fatally crushed by forklift.,state,no
12617,2018-12-03,monday   ,marshalltown,iowa,Worker fatally crushed between beam and aerial lift.,state,yes
12618,2018-12-02,sunday   ,roslindale,massachusetts,Worker died in fall from deck.,federal,yes
12619,2018-11-30,friday   ,cleveland,ohio,Worker died in fall from machine.,federal,no
12620,2018-11-30,friday   ,grand rapids,michigan,Worker fatally engulfed by corn silage.,state,no
12621,2018-11-30,friday   ,jacksonville,florida,Worker fatally crushed by falling stacks of lumber.,federal,no
12622,2018-11-29,thursday ,carrizo springs,texas,Worker died after being struck by pressurized pipe.,federal,yes
12623,2018-11-29,thursday ,lovely,kentucky,Worker died in fall from garbage truck.,state,yes
12624,2018-11-29,thursday ,miami,florida,Worker fatally crushed under bus.,federal,yes
12625,2018-11-29,thursday ,sandy springs,georgia,Worker died in fall from scaffold.,federal,no
12626,2018-11-28,wednesday,heidelberg,mississippi,Worker fatally struck by skidder.,federal,yes
12627,2018-11-27,tuesday  ,dallas,texas,Worker electroucted by contact with power pole.,federal,yes
12628,2018-11-27,tuesday  ,lake city,florida,Worker fatally crushed between trash truck and private vehicle.,federal,no
12629,2018-11-27,tuesday  ,palm springs,california,Worker fatally struck by vehicle.,state,no
12630,2018-11-27,tuesday  ,pecos,texas,Worker electrocuted by power line.,federal,yes
12631,2018-11-26,monday   ,concord,massachusetts,Worker fatally crushed by truck tires.,federal,no
12632,2018-11-26,monday   ,erie,colorado,Worker died after being pulled into rototiller.,federal,no
12633,2018-11-26,monday   ,lemont,illinois,Worker fatally crushed between hopper and ground.,federal,no
12634,2018-11-26,monday   ,milton freewater,oregon,Worker fatally shot by another employee.,state,no
12635,2018-11-25,sunday   ,mangilao,guam,Worker fatally crushed between forklift mast.,federal,yes
12636,2018-11-25,sunday   ,st croix,virgin islands,Worker fatally shot.,federal,yes
12637,2018-11-24,saturday ,white plains,new york,Worker died in car explosion.,state,no
12638,2018-11-23,friday   ,newark,new jersey,Worker fatally crushed by elevator car.,federal,yes
12639,2018-11-23,friday   ,warren,ohio,Worker died in fall from roof.,federal,yes
12640,2018-11-21,wednesday,ashburn,virginia,Worker died in fall from roof.,state,yes
12641,2018-11-21,wednesday,brooklyn,new york,Worker died when forklift overturned.,federal,yes
12642,2018-11-21,wednesday,fontana,california,Worker fatally crushed when truck tractor slid of hitch.,state,yes
12643,2018-11-21,wednesday,green bay,virginia,Worker fatally struck by falling tree.,state,yes
12644,2018-11-21,wednesday,minneapolis,minnesota,Worker asphyxiated from carbon dioxide exposure.,state,yes
12645,2018-11-21,wednesday,nabb,indiana,Worker died when forklift tipped over.,state,yes
12646,2018-11-21,wednesday,northfield,minnesota,Worker died in fall from roof.,state,yes
12647,2018-11-21,wednesday,ponder,texas,Worker fatally struck by cable.,federal,no
12648,2018-11-20,tuesday  ,cidra,puerto rico,Worker fatally struck by falling metal rack.,state,no
12649,2018-11-20,tuesday  ,ravendale,california,Worker fatally struck by rear tires of trailer.,state,no
12650,2018-11-19,monday   ,jacksonville,florida,Worker died in fall from roof.,federal,no
12651,2018-11-19,monday   ,murray,kentucky,Worker died after being struck by compactor roller.,state,yes
12652,2018-11-19,monday   ,pine bluff,arkansas,Worker died from burns caused by arc blast.,federal,yes
12653,2018-11-18,sunday   ,diamond bar,california,Worker died in fall from tree.,state,no
12654,2018-11-18,sunday   ,florien,louisiana,Worker fatally struck by roller from lathe machine.,federal,yes
12655,2018-11-18,sunday   ,saint martinville,louisiana,Worker died after being caught in rotating conveyor.,federal,yes
12656,2018-11-17,saturday ,boise,idaho,Worker died in chemical explosion.,federal,yes
12657,2018-11-17,saturday ,saint ansgar,iowa,Worker fatally struck by falling crane.,state,yes
12658,2018-11-16,friday   ,camdenton,missouri,Worker died in fall from roof.,federal,yes
12659,2018-11-16,friday   ,carlstadt,new jersey,Worker fatally crushed between forklift and rack.,federal,yes
12660,2018-11-16,friday   ,irving,texas,Worker fatally struck by freight trailer truck.,federal,no
12661,2018-11-16,friday   ,loudonville,ohio,Worker drowned in manure pit.,federal,yes
12662,2018-11-16,friday   ,salem,oregon,Worker died in fall from roof.,state,no
12663,2018-11-15,thursday ,becket,massachusetts,Worker fatally struck by construction milling machine.,federal,yes
12664,2018-11-15,thursday ,houma,louisiana,Worker fatally struck by rigging pulley.,federal,yes
12665,2018-11-15,thursday ,san diego,california,Woker died in fall from skylight opening.,state,no
12666,2018-11-15,thursday ,sheldon,wisconsin,Worker fatally crushed under tractor.,federal,yes
12667,2018-11-15,thursday ,thief river falls,minnesota,Worker fatally crushed between lift basket and I-beam.,state,yes
12668,2018-11-14,wednesday,akron,ohio,Worker fatally crushed by falling pallet jack.,federal,no
12669,2018-11-14,wednesday,cherokee,alabama,Worker died after falling onto roller bed.,federal,yes
12670,2018-11-14,wednesday,marshalltown,iowa,Worker died in fall from ladder.,state,yes
12671,2018-11-14,wednesday,merrick,new york,Worker fatally crushed between two trucks.,state,yes
12672,2018-11-14,wednesday,tampa,florida,Worker died in fall from hoist.,federal,no
12673,2018-11-14,wednesday,the villages,florida,Worker fatally struck by tree.,federal,yes
12674,2018-11-13,tuesday  ,bensalem,pennsylvania,Worker fatally struck by dump truck.,federal,no
12675,2018-11-13,tuesday  ,jackson,idaho,Worker died when bucket lift fell.,federal,yes
12676,2018-11-13,tuesday  ,kennett square,pennsylvania,Worker on back of trash truck died after striking telephone pole.,federal,yes
12677,2018-11-12,monday   ,eden,north carolina,Worker fatally struck by cut off saw.,state,yes
12678,2018-11-11,sunday   ,bedford,kentucky,Worker died after being locked inside air heater unit.,state,yes
12679,2018-11-10,saturday ,louisville,kentucky,Worker died in fall from race horse.,state,yes
12680,2018-11-10,saturday ,moab,utah,Three workers eletrocuted when truck boom contacted overhead power line.,state,no
12681,2018-11-09,friday   ,blomkest,minnesota,Worker fatally crushed between arm of backhoe and stabilizer.,state,yes
12682,2018-11-09,friday   ,bridgeton,new jersey,Worker fatally struck by falling tree.,federal,no
12683,2018-11-09,friday   ,forest park,georgia,Worker dfatally struck by crane.,federal,no
12684,2018-11-09,friday   ,grand junction,colorado,Worker fatally struck by falling metal pipe.,federal,no
12685,2018-11-09,friday   ,salisbury,north carolina,Worker died in fall down stairs.,state,no
12686,2018-11-08,thursday ,elkridge,maryland,Worker fatally struck by falling slab of quartz.,state,no
12687,2018-11-07,wednesday,danvers,massachusetts,Worker fatally struck by overhead rolling metal door.,federal,no
12688,2018-11-07,wednesday,north platte,nebraska,Worker fatally crushed by asphalt drag slat conveyor.,federal,yes
12689,2018-11-07,wednesday,plymouth,indiana,Worker died in fall through skylight.,state,yes
12690,2018-11-07,wednesday,west hollywood,california,Worker fatally cut by blade.,state,yes
12691,2018-11-07,wednesday,york,nebraska,Worker fatally crushed under semi-trailer.,federal,yes
12692,2018-11-06,tuesday  ,osage beach,missouri,Worker electrocuted when vehicle contacted power line.,federal,yes
12693,2018-11-06,tuesday  ,ottawa,kansas,Worker died in fall from trash truck.,federal,yes
12694,2018-11-05,monday   ,delray beach,florida,Worker drowned after lawn mower overturned into water.,federal,yes
12695,2018-11-04,sunday   ,lafayette,indiana,Worker died in fall when scissor lift overturned.,state,yes
12696,2018-11-04,sunday   ,wilmington,north carolina,Worker fatally burned by cooking oil.,state,yes
12697,2018-11-03,saturday ,saint joseph,louisiana,Worker drowned after falling into river.,federal,no
12698,2018-11-02,friday   ,orlando,florida,Worker fatally crushed under dump bin.,federal,yes
12699,2018-11-02,friday   ,peoria,arizona,Worker fatally crushed between forklift and freightliner.,state,no
12700,2018-11-01,thursday ,mcleansville,north carolina,Worker died in fall from ladder.,state,yes
12701,2018-10-31,wednesday,gillette,wyoming,Worker died in brine pump explosion.,state,no
12702,2018-10-31,wednesday,prescott,arkansas,Worker died when lift overturned.,federal,yes
12703,2018-10-31,wednesday,saint leonard,maryland,Worker drowned near boat dock.,state,yes
12705,2018-10-30,tuesday  ,beekmantown,new york,Worker died in fall from burning helicopter that crashed into power lines.,federal,no
12706,2018-10-30,tuesday  ,jay,florida,Worker fatally crushed by grain hopper trailer.,federal,yes
12707,2018-10-30,tuesday  ,spartanburg,south carolina,Worker fatally struck by vehicle.,state,yes
12708,2018-10-30,tuesday  ,syracuse,utah,Worker fatally struck by truck.,state,no
12709,2018-10-29,monday   ,east hartford,connecticut,Worker died after becoming caught in truck power shaft.,federal,no
12710,2018-10-29,monday   ,saint martinville,louisiana,Worker fatally crushed between shovel arm and backhoe.,federal,no
12711,2018-10-29,monday   ,sand springs,oklahoma,Worker died from refrigerant inhalation.,federal,no
12712,2018-10-29,monday   ,stanton,texas,Worker died in pump explosion.,federal,no
12713,2018-10-27,saturday ,bloomington,indiana,Worker fatally struck by car.,state,no
12714,2018-10-27,saturday ,brewster,ohio,Worker died in fall from tanker truck.,federal,yes
12715,2018-10-27,saturday ,chicago,illinois,Worker died in fall from aerial lift bucket.,state,no
12716,2018-10-27,saturday ,middlebury center,pennsylvania,Worker fatally struck by falling rotary jack.,federal,yes
12717,2018-10-26,friday   ,imperial,california,Worker drowned after falling into canal.,state,no
12718,2018-10-26,friday   ,smithfield,north carolina,Worker died after becoming caught in mill conveyer.,state,yes
12719,2018-10-26,friday   ,wellington,ohio,Worker delectrocuted when ladder contacted overhead power lines.,federal,yes
12720,2018-10-25,thursday ,indianapolis,indiana,Worker fatally struck by forklift mast.,state,yes
12721,2018-10-25,thursday ,lexington,kentucky,Worker died in fall down elevator shaft.,state,yes
12722,2018-10-25,thursday ,rochester hills,michigan,Worker died in fall through skylight.,state,no
12723,2018-10-24,wednesday,chicago heights,illinois,Worker fatally crushed between trash compactor and forklift.,federal,yes
12724,2018-10-24,wednesday,concord,massachusetts,Worker fatally crushed between cab and crane of truck mounted crane.,federal,no
12725,2018-10-24,wednesday,dalhart,texas,Worker died after falling on concrete walking surface.,federal,no
12726,2018-10-24,wednesday,el centro,california,Worker died after becoming caught in water truck drive shaft.,state,no
12727,2018-10-24,wednesday,houston,texas,Worker fatally struck by steel beam.,federal,yes
12728,2018-10-24,wednesday,nashville,tennessee,Worker fatally struck by elevator counterweight.,state,yes
12730,2018-10-24,wednesday,wausau,florida,Worker fatally struck by vehicle.,federal,no
12731,2018-10-23,tuesday  ,braselton,georgia,Worker operating ATV died in fall from roof.,federal,yes
12732,2018-10-23,tuesday  ,houston,texas,Worker died in fall from forklift.,federal,no
12733,2018-10-23,tuesday  ,kelseyville,california,Worker died in fall from scissor lift.,state,no
12734,2018-10-23,tuesday  ,lexington,kentucky,Worker fatally injured after becoming caught in conveyor system.,state,yes
12735,2018-10-22,monday   ,abingdon,virginia,Worker died in fall from ladder.,state,yes
12736,2018-10-22,monday   ,houston,texas,Worler electrocuted by lightning strike.,federal,no
12737,2018-10-22,monday   ,kailua kona,hawaii,Diver asphyxiated when air supply line became disconnected.,state,yes
12738,2018-10-22,monday   ,lilburn,georgia,Worker fatally crushed under dump truck.,federal,no
12739,2018-10-20,saturday ,grand rapids,michigan,Worker fatally struck by falling scaffold plank.,state,no
12740,2018-10-19,friday   ,clarksville,tennessee,Worker died in fall from scissor lift.,state,no
12741,2018-10-19,friday   ,kansas city,kansas,Worker died in fall from aerial lift.,federal,yes
12742,2018-10-19,friday   ,kingston,idaho,Worker fatally crushed by bulldozer.,federal,no
12743,2018-10-19,friday   ,payette,idaho,Worker died after being caught in pinch point of hydraulic-powered onion bin tipping machine.,federal,yes
12744,2018-10-18,thursday ,cottage grove,oregon,Worker died after falling into trench.,state,no
12745,2018-10-18,thursday ,hammond,indiana,Worker fatally crushed when forklift overturned.,state,yes
12746,2018-10-17,wednesday,holton,kansas,Worker died in fall from boom lift.,federal,yes
12747,2018-10-16,tuesday  ,berthoud,colorado,Worker fatally struck by piece of wood ejected by circular saw.,federal,yes
12748,2018-10-16,tuesday  ,coraopolis,pennsylvania,Worker died in fall from roof.,federal,yes
12749,2018-10-16,tuesday  ,kintnersville,pennsylvania,Worker died in fall from aerial lift basket.,federal,no
12750,2018-10-16,tuesday  ,orlando,florida,Worker died in fall from ceiling.,federal,no
12751,2018-10-15,monday   ,edison,new jersey,Worker died in fall from warehouse order picker.,federal,yes
12752,2018-10-14,sunday   ,chicago,illinois,Worker died in fall from elevated subway track.,state,yes
12753,2018-10-14,sunday   ,fair lawn,new jersey,Worker died in fall from unguarded skylight.,federal,yes
12754,2018-10-14,sunday   ,midway,tennessee,Worker died in fall from roof.,state,yes
12755,2018-10-14,sunday   ,salinas,california,Worker fatally struck by vehicle.,state,no
12756,2018-10-13,saturday ,cody,wyoming,Worker died when truck fell down ravine.,state,no
12757,2018-10-12,friday   ,azusa,california,Worker died in fall through roof.,state,no
12758,2018-10-12,friday   ,caguas,puerto rico,Worker electrocuted by contact with live wire.,state,no
12759,2018-10-12,friday   ,carolina,puerto rico,Worker died in fall from roof.,state,no
12760,2018-10-12,friday   ,wauwatosa,wisconsin,Worker fatally injured by fan of roof-mounted ventilation system.,federal,yes
12761,2018-10-11,thursday ,eau claire,michigan,Worker died in fall from ladder.,state,no
12762,2018-10-11,thursday ,hooversville,pennsylvania,Worker fatally struck by truck.,federal,no
12763,2018-10-11,thursday ,kissimmee,florida,Worker drowned after truck rolled into pond.,federal,no
12764,2018-10-11,thursday ,mechanicsburg,pennsylvania,Worker fatally crushed between shelf and forklift.,federal,yes
12765,2018-10-11,thursday ,nashville,tennessee,Worker fatally crushed beetween forklift and windshield rack.,state,yes
12766,2018-10-11,thursday ,new york,new york,Worker fatallly struck by falling stone.,federal,no
12767,2018-10-11,thursday ,pittsburgh,pennsylvania,Worker died in fall from balcony.,federal,no
12768,2018-10-11,thursday ,sanford,florida,Worker fatally electrocuted after contacting cable.,federal,yes
12769,2018-10-11,thursday ,walker,louisiana,Worker fatally struck by falling steel beam.,federal,no
12770,2018-10-10,wednesday,hermiston,oregon,Worker fatally struck by semi-truck.,state,no
12771,2018-10-10,wednesday,stamford,connecticut,Worker died in fall from roof.,federal,yes
12772,2018-10-09,tuesday  ,evanston,illinois,Worker fatally struck by falling beams.,federal,no
12773,2018-10-09,tuesday  ,roosevelt,utah,Worker fatally crushed under floor platform.,state,no
12774,2018-10-09,tuesday  ,tar heel,north carolina,Worker fatally struck by beam.,state,yes
12775,2018-10-08,monday   ,menominee,michigan,Worker died in fall from cab of front end loader.,state,no
12776,2018-10-08,monday   ,palm coast,florida,Worker electrocuted when boom of pump truck contacted overhead power line.,federal,no
12777,2018-10-08,monday   ,pompano beach,florida,Worker drowned after falling in pool.,federal,yes
12778,2018-10-08,monday   ,statesville,north carolina,Worker fatally struck by falling tree.,state,yes
12779,2018-10-06,saturday ,los molinos,california,Woker fatally crushed by bin dumper.,state,yes
12780,2018-10-06,saturday ,ticonderoga,new york,Worker fatally struck by tree limb.,federal,yes
12781,2018-10-06,saturday ,washington,district of columbia,Worker fatally crushed by hydraulic door of trash truck.,federal,yes
12782,2018-10-05,friday   ,bethesda,maryland,Worker fatally struck by steel pipe.,federal,yes
12783,2018-10-05,friday   ,harbeson,delaware,Worker fatally struck by a falling battery.,federal,yes
12784,2018-10-05,friday   ,lakeland,florida,Worker electrocuted while installing a ground line.,federal,yes
12785,2018-10-05,friday   ,pine bluff,arkansas,Worker died in fall from roof.,federal,yes
12786,2018-10-05,friday   ,russell,minnesota,Worker died in fall from scissor lift.,state,yes
12787,2018-10-05,friday   ,trabuco canyon,california,Worker died in fall from balcony.,state,no
12788,2018-10-05,friday   ,traverse city,michigan,Worker electrocuted when derrick boom contacted power line.,state,no
12789,2018-10-04,thursday ,colfax,north carolina,Worker electrocuted when ladder contacted power line.,state,no
12790,2018-10-04,thursday ,jacksonville,florida,Worker drowned after falling off barge.,federal,no
12791,2018-10-04,thursday ,larchmont,new york,Worker died in fall from roof.,federal,yes
12792,2018-10-04,thursday ,mineral point,pennsylvania,Worker fatally struck by wrench.,federal,no
12793,2018-10-03,wednesday,new castle,pennsylvania,Worker died in fall from beam.,federal,yes
12794,2018-10-03,wednesday,oakwood,georgia,Worker fatally stuck by truck.,federal,no
12795,2018-10-02,tuesday  ,camden,delaware,Worker fatally struck by falling tree.,federal,yes
12796,2018-10-02,tuesday  ,naples,florida,Worker performing landscaping died of heat stroke.,federal,no
12797,2018-10-02,tuesday  ,ness city,kansas,Worker fatally crushed by metal trailer frame.,federal,yes
12798,2018-10-02,tuesday  ,north richland hills,texas,Worker died after receiving cut from air conditioning coil.,federal,yes
12799,2018-10-02,tuesday  ,roanoke,virginia,Woker fatally struck by falling crane boom.,state,no
12800,2018-10-02,tuesday  ,rogers,minnesota,Work fatally struck by vehicle trailer.,state,no
12801,2018-10-01,monday   ,bowling green,missouri,Worker died in fall while installing wall truss.,federal,no
12802,2018-10-01,monday   ,oxon hill,maryland,Worker painting highway line fatally struck by vehicle.,state,yes
12803,2018-10-01,monday   ,vero beach,florida,Worker died in fall into culvert.,federal,yes
12804,2018-09-30,sunday   ,linden,alabama,Worker fatally crushed by conveyer.,federal,no
12805,2018-09-29,saturday ,princeton,new jersey,Worker fatally crushed by truck stabilizer,federal,no
12806,2018-09-28,friday   ,duncombe,iowa,Worker fatally struck by concrete pump truck boom.,state,yes
12807,2018-09-28,friday   ,eleanor,west virginia,Worker died in fall from ladder.,federal,no
12808,2018-09-28,friday   ,jackson,wyoming,Worker died in trench collapse.,state,no
12809,2018-09-28,friday   ,martinsville,indiana,Worker fatally crushed under overturned lawn mower.,state,yes
12810,2018-09-27,thursday ,starke,florida,Worker died from exposure to toxic chemical.,federal,yes
12811,2018-09-26,wednesday,davenport,iowa,Worker died in fall from elevated platform.,state,no
12812,2018-09-26,wednesday,denver,pennsylvania,Worker died in fall from roof,federal,yes
12813,2018-09-26,wednesday,east moriches,new york,Worker fatally struck by box truck.,federal,no
12814,2018-09-26,wednesday,highlands,texas,Worker fatally struck by pipe.,federal,yes
12815,2018-09-26,wednesday,laurinburg,north carolina,Worker died in fall through hole in logging feed deck.,state,yes
12816,2018-09-26,wednesday,meridian,california,Worker fatally struck by farming equipment.,state,no
12817,2018-09-26,wednesday,nashville,tennessee,Worker fatally crushed between two trailers.,state,yes
12818,2018-09-26,wednesday,nokomis,florida,Worker fatally electrocuted by cable.,federal,no
12819,2018-09-26,wednesday,pensacola,florida,Worker died in acetylene gas explosion.,federal,yes
12820,2018-09-26,wednesday,sterling,virginia,Worker died in fall from ladder.,state,no
12821,2018-09-26,wednesday,tampa,florida,Worker died in fall through skylight.,federal,yes
12822,2018-09-25,tuesday  ,arab,alabama,Worker died in a tank explosion.,federal,yes
12823,2018-09-25,tuesday  ,bear lake,michigan,Worker fatally struck by vehicle.,state,no
12824,2018-09-25,tuesday  ,miami,florida,Worker fatally electrocuted by elevator wiring.,federal,no
12825,2018-09-24,monday   ,atlanta,georgia,Worker fatally struck by trailer.,federal,yes
12826,2018-09-24,monday   ,bluff city,tennessee,Worker fatally struck by tree.,state,yes
12827,2018-09-24,monday   ,detroit,michigan,Worker fatally stuck by falling electrical cabinet.,state,no
12828,2018-09-24,monday   ,east lansing,michigan,Worker died in fall from bucket lift.,state,no
12829,2018-09-24,monday   ,stillwater,minnesota,Worker died after intervening in fight between innmate and guard.,state,no
12830,2018-09-24,monday   ,visalia,california,Worker died in fall through roof light panel.,state,no
12831,2018-09-23,sunday   ,hayward,california,Worker died from silicosis.,state,no
12832,2018-09-22,saturday ,hanover,new hampshire,Worker died in fall from scaffold.,federal,yes
12833,2018-09-22,saturday ,miami,florida,Worker died after falling into conveyor.,federal,yes
12834,2018-09-21,friday   ,burbank,california,Worker fatally struck by mechanical press brake that fell from truck.,state,no
12835,2018-09-21,friday   ,colorado springs,colorado,Worker fatally crushed under collapsed roof.,federal,no
12836,2018-09-21,friday   ,exeter,new hampshire,Worker fatally struck by falling tree.,federal,yes
12837,2018-09-20,thursday ,centralia,illinois,Worker electrocuted by welding machine.,federal,yes
12838,2018-09-20,thursday ,chandler,indiana,Workerdied in fall from scissor lift.,state,no
12839,2018-09-20,thursday ,downers grove,illinois,Worker fatally struck by connector while performing pressure test on sewer line.,federal,no
12840,2018-09-20,thursday ,minneapolis,minnesota,Worker electrocuted while changing light.,state,yes
12841,2018-09-20,thursday ,plain city,ohio,Worker fatally struck by falling lumber.,federal,no
12842,2018-09-20,thursday ,santa ana,california,Worker died after becoming caught in clay mixing machinery.,state,no
12843,2018-09-19,wednesday,fruitland,idaho,Worker fatally crushed by falling machinery.,federal,yes
12844,2018-09-19,wednesday,midkiff,texas,Worker fatally crushed between crank arm and pedestal of pump jack.,federal,yes
12845,2018-09-19,wednesday,new orleans,louisiana,Worker fatally shot during robbery.,federal,yes
12846,2018-09-19,wednesday,san diego,california,Worker died in fall from freeway bridge.,state,no
12847,2018-09-19,wednesday,springfield,georgia,Worker fatally struck by pipe while unloading trailer.,federal,yes
12848,2018-09-19,wednesday,vincennes,indiana,Worker fatally struck by bale of clothing.,state,yes
12849,2018-09-18,tuesday  ,anderson,south carolina,Worker died in fall from scaffold.,state,yes
12850,2018-09-18,tuesday  ,brooklyn,michigan,Worker fatally crushed between vehicle and garbage truck.,state,no
12851,2018-09-18,tuesday  ,houma,louisiana,Worker fatally struck by truck.,federal,no
12852,2018-09-18,tuesday  ,mansfield,ohio,Worker fatally crushed between truck and shelving unit.,federal,yes
12853,2018-09-18,tuesday  ,new roads,louisiana,Worker fatally engulfed by grain.,federal,yes
12854,2018-09-18,tuesday  ,san rafael,california,Worker fatally struck by falling stack of plywood.,state,no
12855,2018-09-17,monday   ,carrollton,georgia,Worker fatally crushed by falling stamping die.,federal,no
12856,2018-09-17,monday   ,west sacramento,california,Worker fatally struck by tractor.,state,yes
12857,2018-09-16,sunday   ,chester springs,pennsylvania,Worker fatally struck by skid of freight.,federal,no
12858,2018-09-16,sunday   ,gloucester city,new jersey,Worker fatally struck by falling plates.,federal,yes
12859,2018-09-16,sunday   ,price,utah,Worker fatally crushed between well jack frame and counterweight.,state,no
12860,2018-09-15,saturday ,big spring,texas,Worker fatally struck by door attachment.,federal,yes
12861,2018-09-15,saturday ,de witt,new york,Worker fatally shot during robbery.,federal,no
12862,2018-09-15,saturday ,great bend,kansas,Worker fatally struck by hammer.,federal,yes
12863,2018-09-15,saturday ,hooper,utah,Worker drowned in manhole.,state,no
12864,2018-09-15,saturday ,north platte,nebraska,Worker ffatally struck by truck.,federal,no
12865,2018-09-15,saturday ,tampa,florida,Worker fatally crushed under compactor.,federal,no
12866,2018-09-14,friday   ,chicago,illinois,Worker died in fall from aerial lift.,federal,no
12867,2018-09-14,friday   ,clio,california,Worker died from wasp sting.,state,no
12868,2018-09-14,friday   ,moran,wyoming,Worker fatally injured by bear.,state,yes
12869,2018-09-14,friday   ,perry,florida,Two workers died in flash powder explosion.,federal,yes
12870,2018-09-14,friday   ,rosemont,illinois,Worker fatally struck by vehicle.,federal,no
12871,2018-09-13,thursday ,baltimore,ohio,Worker fatally struck by skid steer attachment.,federal,yes
12872,2018-09-13,thursday ,baton rouge,louisiana,Worker fatally crushed between pipe cutting machine and pipe.,federal,yes
12873,2018-09-13,thursday ,birmingham,alabama,Worker died in fall through hole in roof.,federal,yes
12874,2018-09-13,thursday ,canton,georgia,Worker fatally cut by saw.,federal,no
12875,2018-09-13,thursday ,dallas,texas,Worker fatally struck by falling sign.,federal,no
12876,2018-09-13,thursday ,knox,maine,Worker fatally crushed when floor above collapsed.,federal,yes
12877,2018-09-13,thursday ,madison,mississippi,Worker replacing roofing material died from heat exposure.,federal,yes
12878,2018-09-13,thursday ,new york,new york,Worker fatally struck by concrete cutter.,federal,yes
12879,2018-09-13,thursday ,oak ridge,tennessee,Worker fatally struck by pickup truck.,state,no
12880,2018-09-13,thursday ,oklahoma city,oklahoma,Worker died from cardiac arrest after being exposed to irritant substance.,federal,no
12881,2018-09-13,thursday ,sherman oaks,california,Worker fatally struck by tree trimming sheers.,state,yes
12882,2018-09-13,thursday ,stafford,virginia,Worker dfatally struck by falling tree.,state,yes
12883,2018-09-13,thursday ,sterling heights,michigan,Worker died ofter slipping and striking head.,state,no
12884,2018-09-13,thursday ,tigerton,wisconsin,Worker asphyxiated after being pinned under hydraulic debarker.,federal,yes
12885,2018-09-12,wednesday,brooklyn,new york,Worker fatally struck by collapsing foundation wall.,federal,yes
12886,2018-09-12,wednesday,hagatna,guam,Worker fatally crushed by load falling from shipping container.,federal,yes
12887,2018-09-12,wednesday,north lima,ohio,Worker fatally struck by construction vehicle.,federal,no
12888,2018-09-12,wednesday,san diego,california,Worker died in fall from roof.,state,no
12889,2018-09-12,wednesday,yaphank,new york,Worker fatally struck by vehicle.,federal,no
12890,2018-09-11,tuesday  ,bossier city,louisiana,Worker fatally struck by piece of wood.,federal,yes
12891,2018-09-11,tuesday  ,plattsmouth,nebraska,Worker fatally crushed under heavy equipment.,federal,yes
12892,2018-09-11,tuesday  ,south bay,florida,Worker drowned after truck ran into canal.,federal,yes
12893,2018-09-10,monday   ,cedar falls,iowa,Worker in tunnel died in steam release.,state,yes
12894,2018-09-10,monday   ,springfield,kentucky,Worker electrocuted when ladder made contact with power line.,state,yes
12895,2018-09-10,monday   ,tyrone,georgia,Worker fatally crushed under truck.,federal,no
12896,2018-09-10,monday   ,weeki wachee,florida,Worker died in fall from scaffold.,federal,no
12897,2018-09-07,friday   ,arnoldsburg,west virginia,Worker cutting trees fatally struck by falling limb.,federal,yes
